DATA;PRECIPITACAO_TOTAL_MM;TEMP_MEDIA_C;TEMP_MAXIMA_C;TEMP_MINIMA_C;UMIDADE_MEDIA;VENTO_VELOCIDADE_MEDIA_MS;CLASSIFICACAO_CHUVA;CLASSIFICACAO_ESTACAO;CLASSIFICACAO_VENTO;CLASSIFICACAO_UMIDADE;DIA_SEMANA;FERIADO
2024-10-31 00:00:00;0;20,55;26,5;15,9;70,38;1,96;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;MUITO_ALTA;QUINTA-FEIRA;
2024-11-01 00:00:00;0;21,58;29,8;17,8;70,42;1,74;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;MUITO_ALTA;SEXTA-FEIRA;VESPERA DE FINADOS
2024-11-02 00:00:00;0;21,68;29,4;18,8;80,12;1,04;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SÁBADO;FINADOS
2024-11-03 00:00:00;0;19,7;21,3;18,7;96,29;0,68;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-11-04 00:00:00;0;19,87;23,2;18,4;95,88;0,99;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2024-11-05 00:00:00;0;21,95;27,2;18,7;88,46;0,6;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2024-11-06 00:00:00;0;21,99;26,6;19,6;92,58;0,72;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2024-11-07 00:00:00;0;21,38;23,1;20,6;95,08;0,8;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2024-11-08 00:00:00;0;20,26;24,7;17,1;96,96;0,65;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2024-11-09 00:00:00;0;17,86;21,4;15,9;93,54;0,9;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2024-11-10 00:00:00;0;18,51;24,6;13,9;78,79;1,05;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-11-11 00:00:00;0;20,67;29,7;12,3;69,96;0,92;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;ALTA_UMIDADE;SEGUNDA-FEIRA;
2024-11-12 00:00:00;0;21,63;30,8;15,5;72,29;1,04;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2024-11-13 00:00:00;0;16,68;18,8;15,3;92,58;1,06;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2024-11-14 00:00:00;0;17,1;21,2;15;83,75;1,07;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2024-11-15 00:00:00;0;20,08;27;16,7;82,88;1,16;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;PROCLAMACAO DA REPUBLICA
2024-11-16 00:00:00;0;21,03;26,7;18,4;87,5;0,62;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2024-11-17 00:00:00;0;21,87;28,7;18,1;78,79;0,63;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-11-18 00:00:00;0;23,12;30,7;16,4;71,96;0,88;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2024-11-19 00:00:00;0;21,87;30,1;16,1;75,12;1,2;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2024-11-20 00:00:00;0;23,16;31,4;16,3;73,5;1,11;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2024-11-21 00:00:00;0;21,09;24,4;19,5;84,33;1,62;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;MUITO_ALTA;QUINTA-FEIRA;
2024-11-22 00:00:00;0;19,89;22,4;18,5;85,58;1,12;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2024-11-23 00:00:00;0;19,63;23,1;16,7;83,38;1,52;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;MUITO_ALTA;SÁBADO;
2024-11-24 00:00:00;0;18,28;23,2;14,8;76,83;1,35;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-11-25 00:00:00;0;21,19;29,3;16;68,5;1,4;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;ALTA_UMIDADE;SEGUNDA-FEIRA;
2024-11-26 00:00:00;0;23,62;31;16,7;65,54;0,87;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;ALTA_UMIDADE;TERÇA-FEIRA;
2024-11-27 00:00:00;0;26,16;33,4;18,7;56,96;0,86;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;CONFORTAVEL;QUARTA-FEIRA;
2024-11-28 00:00:00;0;24,64;31,5;19,9;70,83;0,82;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2024-11-29 00:00:00;0;22,58;27,1;19,6;86,92;0,84;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2024-11-30 00:00:00;0;23,65;29,2;20,2;84,08;1,1;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2024-12-01 00:00:00;0;23,95;31;19,4;75,83;1,3;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-12-02 00:00:00;0;23,82;29,1;20,5;82,58;1,08;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2024-12-03 00:00:00;0;21,34;23,6;20;97,21;0,94;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2024-12-04 00:00:00;0;18,56;20;17,5;89,42;1,77;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;MUITO_ALTA;QUARTA-FEIRA;
2024-12-05 00:00:00;0;21,06;28,7;16,7;85,5;0,68;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2024-12-06 00:00:00;0;24,37;31,5;20,3;84,04;1,03;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2024-12-07 00:00:00;0;25,41;31,7;21,5;78,25;1,17;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2024-12-08 00:00:00;0;21,45;23,3;19,6;92,42;1,01;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-12-09 00:00:00;0;21,44;24,6;19,4;93,42;0,4;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2024-12-10 00:00:00;0;21,13;26,9;17,6;94,46;1,41;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2024-12-11 00:00:00;0;19,69;24,1;16,5;83,54;1,49;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2024-12-12 00:00:00;0;20,54;26,8;15,3;73,92;1,35;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2024-12-13 00:00:00;0;21,46;26,9;17,9;76,67;1,13;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2024-12-14 00:00:00;0;21,7;25,9;19,1;83,42;1,03;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2024-12-15 00:00:00;0;22,69;28,3;19,7;82,25;1,58;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;MUITO_ALTA;DOMINGO;
2024-12-16 00:00:00;0;23,98;28,8;20,6;61,25;2,05;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;ALTA_UMIDADE;SEGUNDA-FEIRA;
2024-12-17 00:00:00;0;20,66;27;15,7;76,12;1,53;SEM_CHUVA;PRIMAVERA;BRISA_FRACA;MUITO_ALTA;TERÇA-FEIRA;
2024-12-18 00:00:00;0;21,35;27,9;15,7;73,29;1,13;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2024-12-19 00:00:00;0;23,31;30,9;17,6;69,33;0,98;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;ALTA_UMIDADE;QUINTA-FEIRA;
2024-12-20 00:00:00;0;23,78;31,2;19,2;78,38;1,48;SEM_CHUVA;PRIMAVERA;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2024-12-21 00:00:00;0;22,05;28;19,5;90,88;0,59;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2024-12-22 00:00:00;0;22,38;27,6;19,6;88,5;0,68;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-12-23 00:00:00;0;20,94;23;18,9;95,33;1,19;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;VESPERA DE NATAL
2024-12-24 00:00:00;0;21,39;26,6;17,7;82,21;1,24;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;VESPERA DE NATAL
2024-12-25 00:00:00;0;23,59;30,4;19,2;78,5;0,85;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;NATAL
2024-12-26 00:00:00;0;21,58;24,8;19,3;94;0,5;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2024-12-27 00:00:00;0;21,88;27,9;18,7;92,08;0,48;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2024-12-28 00:00:00;0;23,57;29,8;20,2;84,96;0,76;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2024-12-29 00:00:00;0;22,9;29,4;19,6;81,04;1,14;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2024-12-30 00:00:00;0;20,83;27,7;16,5;88,67;0,95;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;VESPERA DE ANO NOVO
2024-12-31 00:00:00;0;22,24;29,5;18,5;79,12;0,99;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;VESPERA DE ANO NOVO
2025-01-01 00:00:00;0;21,99;25,4;18,8;70,5;1,43;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;CONFRATERNIZACAO UNIVERSAL
2025-01-02 00:00:00;0;22,43;29,5;19,3;76,36;1,4;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-01-03 00:00:00;0;23,34;30,7;20;78,71;1,2;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-01-04 00:00:00;0;21,74;26;18,8;87,32;2,25;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;SÁBADO;
2025-01-05 00:00:00;0;22,5;28,4;19;78,38;1,61;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;DOMINGO;
2025-01-06 00:00:00;0;23,52;28,4;20;71,05;1,04;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-01-07 00:00:00;0;24,52;33,2;19,3;68,62;0,94;SEM_CHUVA;VERAO;BRISA_LEVE;ALTA_UMIDADE;TERÇA-FEIRA;
2025-01-08 00:00:00;0;25,08;33,4;20;72,67;0,89;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-01-09 00:00:00;0;24,6;33,3;18,5;73,22;0,63;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-01-10 00:00:00;0;25,97;32,9;20,4;67,08;0,78;SEM_CHUVA;VERAO;BRISA_LEVE;ALTA_UMIDADE;SEXTA-FEIRA;
2025-01-11 00:00:00;0;24,85;30,5;21;79,33;1,25;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2025-01-12 00:00:00;0;22,58;27;20,6;91,94;1,78;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;DOMINGO;
2025-01-13 00:00:00;0;20,35;22;18,7;94,76;2,51;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;SEGUNDA-FEIRA;
2025-01-14 00:00:00;0;23,89;31;17,1;75,15;0,78;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-01-15 00:00:00;0;25,26;30,6;20,2;76,32;0,95;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-01-16 00:00:00;0;26,95;31,5;21,9;67,7;0,7;SEM_CHUVA;VERAO;BRISA_LEVE;ALTA_UMIDADE;QUINTA-FEIRA;
2025-01-17 00:00:00;0;26,47;31,5;22,5;72,48;0,72;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-01-18 00:00:00;0;26,09;33,6;21,1;78,19;0,72;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2025-01-19 00:00:00;0;24,45;29,8;20,2;79,38;1,51;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;DOMINGO;
2025-01-20 00:00:00;0;23,57;27,2;20,3;84,09;1,43;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-01-21 00:00:00;0;21,22;27,2;19,7;94,29;1,03;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-01-22 00:00:00;0;20,69;25,2;17,9;89,1;1,46;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-01-23 00:00:00;0;18,7;19,8;16,9;91,1;1,38;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-01-24 00:00:00;0;18,85;23,8;15,6;85,95;1,26;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-01-25 00:00:00;0;18,01;21,1;16,3;87,68;2,71;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;SÁBADO;
2025-01-26 00:00:00;0;17,98;22,2;15,2;85,4;2,06;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;DOMINGO;
2025-01-27 00:00:00;0;20,16;25,9;17,1;85,25;0,64;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-01-28 00:00:00;0;20,54;24,2;17,3;85,33;0,15;SEM_CHUVA;VERAO;CALMARIA;MUITO_ALTA;TERÇA-FEIRA;
2025-01-29 00:00:00;0;23,48;28,2;17,2;71,93;0,73;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-01-30 00:00:00;0;24,32;31,4;17,8;68;0,61;SEM_CHUVA;VERAO;BRISA_LEVE;ALTA_UMIDADE;QUINTA-FEIRA;
2025-01-31 00:00:00;0;23,28;29,4;18,2;75,48;0,34;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-02-01 00:00:00;0;20,38;26,4;16,5;86,2;0,5;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2025-02-02 00:00:00;0;19,95;23,1;18,1;92;0,72;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-02-03 00:00:00;0;22,2;26,3;17,9;82,67;0,05;SEM_CHUVA;VERAO;CALMARIA;MUITO_ALTA;SEGUNDA-FEIRA;
2025-02-04 00:00:00;0;22,6;29,4;19,1;81,86;0,38;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-02-05 00:00:00;0;22,9;30,3;16,5;71,91;0,35;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-02-06 00:00:00;0;23,13;28,5;17,7;76,36;0,35;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-02-07 00:00:00;0;24,21;30,8;18,5;76,24;0,35;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-02-08 00:00:00;0;24,76;32,1;18,6;72,5;0,26;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2025-02-09 00:00:00;0;25,1;32,3;19,3;70,39;0,49;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-02-10 00:00:00;0;25,52;31,1;21,4;68,78;0,5;SEM_CHUVA;VERAO;BRISA_LEVE;ALTA_UMIDADE;SEGUNDA-FEIRA;
2025-02-11 00:00:00;0;25,14;32,3;19,1;71,7;0,22;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-02-12 00:00:00;0;25,19;30,4;19,8;75;0,37;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-02-13 00:00:00;0;26,89;32;21,3;63,16;0,74;SEM_CHUVA;VERAO;BRISA_LEVE;ALTA_UMIDADE;QUINTA-FEIRA;
2025-02-14 00:00:00;0;21,95;27;20;93,6;0,67;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-02-15 00:00:00;0;19,68;20,5;18;98,94;1,96;SEM_CHUVA;VERAO;BRISA_FRACA;MUITO_ALTA;SÁBADO;
2025-02-16 00:00:00;0;20,83;26;17,7;87,05;0,64;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-02-17 00:00:00;0;22,5;27,8;19,2;77,52;0,71;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-02-18 00:00:00;0;21,23;27,8;18,8;87,3;0,43;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-02-19 00:00:00;0;22,72;29,2;18,2;81,78;0,59;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;VESPERA DE CARNAVAL
2025-02-20 00:00:00;0;22,04;25,2;19,4;86,31;0,71;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;CARNAVAL
2025-02-21 00:00:00;0;20,73;27,1;18,7;92,86;0,43;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;CARNAVAL
2025-02-22 00:00:00;0;23,62;30;19,4;82,91;0,41;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2025-02-23 00:00:00;0;26,11;31,3;21,4;72,89;0,36;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-02-24 00:00:00;0;23,04;28,6;20,5;91,11;0,38;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-02-25 00:00:00;0;23,97;28,9;20,3;85,74;0,69;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-02-26 00:00:00;0;24,26;27,5;21,4;80;0,68;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-02-27 00:00:00;0;26,08;30,9;21,6;74,75;0,64;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-02-28 00:00:00;0;25,54;31;21,4;78,62;0,61;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-03-01 00:00:00;0;23,76;28,3;20,8;82;1,45;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SÁBADO;
2025-03-02 00:00:00;0;23,06;27,9;19,7;72,27;0,83;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-03-03 00:00:00;0;24,35;31,3;19,6;72,04;0,7;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-03-04 00:00:00;0;25,11;32;18,5;75,3;0,38;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-03-05 00:00:00;0;24,24;30,1;19,8;83,83;1,15;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-03-06 00:00:00;0;22,87;26,4;19,9;87,67;1,06;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-03-07 00:00:00;0;23,43;28,1;20,8;80,43;0,54;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-03-08 00:00:00;0;24,28;29,5;21,6;80,13;0,02;SEM_CHUVA;VERAO;CALMARIA;MUITO_ALTA;SÁBADO;
2025-03-09 00:00:00;0;24,49;29,2;20,9;86,82;0,35;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-03-10 00:00:00;0;23,34;28,8;21,1;92,12;0,22;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-03-11 00:00:00;0;22,6;27,8;19,1;79,2;0,44;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-03-12 00:00:00;0;22,42;28,8;16,9;75,79;0,65;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-03-13 00:00:00;0;24,44;31,9;20,3;76,05;0,4;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-03-14 00:00:00;0;25,22;32,1;19,8;78,92;0,18;SEM_CHUVA;VERAO;CALMARIA;MUITO_ALTA;SEXTA-FEIRA;
2025-03-15 00:00:00;0;27,72;33,1;20,9;66,55;0,38;SEM_CHUVA;VERAO;BRISA_LEVE;ALTA_UMIDADE;SÁBADO;
2025-03-16 00:00:00;0;27;32,9;21,7;71,61;0,15;SEM_CHUVA;VERAO;CALMARIA;MUITO_ALTA;DOMINGO;
2025-03-17 00:00:00;0;26,92;32,8;22,3;72,67;0,46;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-03-18 00:00:00;0;25,41;30,7;21,5;78,59;0,32;SEM_CHUVA;VERAO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-03-19 00:00:00;0;24,74;30,7;21,3;87,67;0,08;SEM_CHUVA;VERAO;CALMARIA;MUITO_ALTA;QUARTA-FEIRA;
2025-03-20 00:00:00;0;25,52;31,2;21,2;80,76;0,2;SEM_CHUVA;VERAO;CALMARIA;MUITO_ALTA;QUINTA-FEIRA;
2025-03-21 00:00:00;0;26,28;31,8;22,2;74,87;0,51;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-03-22 00:00:00;0;20,53;22,5;17,5;96,68;1,91;SEM_CHUVA;OUTONO;BRISA_FRACA;MUITO_ALTA;SÁBADO;
2025-03-23 00:00:00;0;17,84;18,8;17;90,95;1,35;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-03-24 00:00:00;0;19,02;22,4;16,6;90,71;0,61;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
2025-03-25 00:00:00;0;22,32;27,4;18,2;79,39;0,58;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;TERÇA-FEIRA;
2025-03-26 00:00:00;0;20,48;24,5;17;83,95;0,8;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;QUARTA-FEIRA;
2025-03-27 00:00:00;0;19,29;21,1;18,2;87,87;0,43;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;QUINTA-FEIRA;
2025-03-28 00:00:00;0;19,47;21,8;18,1;95,14;0,33;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;SEXTA-FEIRA;
2025-03-29 00:00:00;0;21,3;24,8;18,7;89,2;0,38;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;SÁBADO;PAIXAO DE CRISTO
2025-03-30 00:00:00;0;22,73;26,8;18,5;80,83;0,62;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;DOMINGO;
2025-03-31 00:00:00;0;22,33;29,8;15,9;73,81;0,36;SEM_CHUVA;OUTONO;BRISA_LEVE;MUITO_ALTA;SEGUNDA-FEIRA;
